url,kind,status,title,title_length,description,description_length,canonical,lang,robots,h1_count,types,body_words,body_internal_unique,all_internal_unique,video_facade,channel_ctas
https://realtech.cz/clanky/anthropic-risk-report-misalignment/,article,200,Anthropic si sám zvýšil rizikovou známku. A přiznal roční díru v ochraně,72,Druhá Risk Report zpráva pod Responsible Scaling Policy zvedá riziko misalignmentu z „velmi nízkého“ na „nízké“.,112,https://realtech.cz/clanky/anthropic-risk-report-misalignment/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",305,1,21,0,6
https://realtech.cz/clanky/anthropic-threat-report-ai-orchestruje-kampane/,article,200,Anthropic: AI začala útočníkům řídit kampaně. Co z toho plyne pro obranu,72,"154 stran, osm měsíců, sedm oblastí škod. Midnight Blizzard míří na Ukrajinu a EU, ShinyHunters bere přihlášení za hodiny. Osm pravidel pro obranu.",147,https://realtech.cz/clanky/anthropic-threat-report-ai-orchestruje-kampane/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",983,1,21,0,6
https://realtech.cz/clanky/anthropic-uver-15-miliard-pred-ipo/,article,200,Anthropic si před vstupem na burzu chystá úvěr až za 15 miliard dolarů,70,"Bloomberg: úvěrová linka z 2,5 na 15 miliard dolarů. Lead Morgan Stanley, s GS, JPM a Citi. Firma i banky odmítly komentovat. Důvěrný prospekt (S-1) od června.",159,https://realtech.cz/clanky/anthropic-uver-15-miliard-pred-ipo/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",756,1,21,0,6
https://realtech.cz/clanky/apple-mac-studio-mini-2026/,article,200,Mac Studio s M5 Ultra a Mac mini s M6. Výkon zatím jen z testů Applu,68,"Studio dostalo M5 Max a nový M5 Ultra, mini M6 a M5 Pro. Předobjednávky od 25. srpna, první kusy 22. září.",106,https://realtech.cz/clanky/apple-mac-studio-mini-2026/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1010,0,19,0,6
https://realtech.cz/clanky/apple-openai-schema-agent/,article,200,Apple k soudu: ex-inženýr prý v OpenAI tahal schéma obvodu a učil agenta,72,"Briefing z 31. srpna: forenzní MacBook podle Apple ukazuje, že Chang Liu po odchodu stáhl schéma napájecího obvodu a simuloval ho v LTspice.",140,https://realtech.cz/clanky/apple-openai-schema-agent/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",946,0,20,0,6
https://realtech.cz/clanky/ask-maps-agent-objednavani-jidla/,article,200,Google Maps si za tebe objedná jídlo. V Česku zatím z jiného soudku,67,Ask Maps dostaly agentní schopnosti: najdou restauraci po cestě domů a naplní košík. Objednávání jídla je zatím jen v USA.,122,https://realtech.cz/clanky/ask-maps-agent-objednavani-jidla/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",361,2,22,0,6
https://realtech.cz/clanky/astra-critical-daybreak-blue/,article,200,Astra na prahu Critical: co uvidíš ty a co zůstane za Daybreak Blue,67,OpenAI poprvé označil model za Critical v kyberbezpečnosti.,59,https://realtech.cz/clanky/astra-critical-daybreak-blue/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",620,0,20,0,6
https://realtech.cz/clanky/chatgpt-health/,article,200,ChatGPT ti teď vidí do zdravotní karty. Zatím jen v USA,55,"OpenAI spustila Health v ChatGPT — propojíš Apple Health a lékařské záznamy a AI ti vysvětlí výsledky testů v souvislostech. U nás zatím ne, ale směr je jasný.",159,https://realtech.cz/clanky/chatgpt-health/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",334,1,21,0,6
https://realtech.cz/clanky/chatgpt-images-2-5-sketch/,article,200,"ChatGPT Images 2.5: ostřejší detaily, poloviční čekání a náčrtek v chatu",72,"OpenAI 8. září vydala nový obrazový model Images 2.5. Slibuje přesnější úpravy, o polovinu kratší generování a novou funkci Sketch.",131,https://realtech.cz/clanky/chatgpt-images-2-5-sketch/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",424,0,20,0,6
https://realtech.cz/clanky/chatgpt-pro-teenagery/,article,200,"ChatGPT pro teenagery: když systém odhadne věk pod 18, přepne tě sám",68,"Nový režim s tvrdšími ochranami, studijním módem a rodičovskými kontrolami. Zásadní detail: do teen verze se člověk nedostane přihlášením, ale odhadem věku.",156,https://realtech.cz/clanky/chatgpt-pro-teenagery/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",337,2,22,0,6
https://realtech.cz/clanky/chatgpt-reklamy-nove-trhy/,article,200,Reklamy v ChatGPT se rozjely do dalších pěti zemí. Evropa je na řadě,68,"OpenAI potvrdilo reklamy v ChatGPT nově i ve Velké Británii, Mexiku, Brazílii, Japonsku a Jižní Koreji.",103,https://realtech.cz/clanky/chatgpt-reklamy-nove-trhy/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",345,1,21,0,6
https://realtech.cz/clanky/chatgpt-studijni-rezim-rodice/,article,200,Rodiče můžou dětem v ChatGPT natvrdo zapnout Studijní režim,59,"OpenAI přidalo do rodičovské kontroly novou páku: rodič zapne teenagerskému účtu Study Mode, který se aktivuje v každém novém chatu.",132,https://realtech.cz/clanky/chatgpt-studijni-rezim-rodice/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",332,1,21,0,6
https://realtech.cz/clanky/chatgpt-ve-wordu-zdarma-checklist-osvc/,article,200,ChatGPT ve Wordu zdarma: doplněk vs Copilot a checklist pro OSVČ,64,"OpenAI spustil oficiální doplněk ChatGPT for Word i pro Free. Jak se liší od Copilotu, kam tečou data a co zkontrolovat, než dokument pošleš klientovi.",151,https://realtech.cz/clanky/chatgpt-ve-wordu-zdarma-checklist-osvc/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1167,0,18,0,6
https://realtech.cz/clanky/chatgpt-zdarma-neomezene-chaty/,article,200,ChatGPT zdarma dostane neomezené chaty a tlačítko Think. Placení posuvník,73,OpenAI mění výchozí model pro free účty na GPT-5.6 Luna a od příštího týdne přidává neomezené textové chaty.,108,https://realtech.cz/clanky/chatgpt-zdarma-neomezene-chaty/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",324,1,21,0,6
https://realtech.cz/clanky/cina-exportni-kontroly-ai-modely/,article,200,"Čína zvažuje, že zamkne vlastní AI modely. Zdarma nemusí být navždy",67,"MOFCOM podle Financial Times jedná s Alibabou, ByteDance a Zhipu o exportních kontrolách na váhy modelů, trénovací data a čipové designy.",137,https://realtech.cz/clanky/cina-exportni-kontroly-ai-modely/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",493,1,21,0,6
https://realtech.cz/clanky/cisa-cinske-ai-destilace-us-modelu/,article,200,"NSA, FBI a CISA: čínské AI firmy průmyslově destilují americké modely",69,"Společné varování AA26-251A (8. 9.): DeepSeek, Moonshot, Alibaba, MiniMax, StepFun a Z.AI od konce 2024 tahaly miliardy tokenů z Claude, GPT, Gemini a Groku.",157,https://realtech.cz/clanky/cisa-cinske-ai-destilace-us-modelu/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",905,1,21,0,6
https://realtech.cz/clanky/claude-anthropic-pentagon/,article,200,"Claude: AI, která řekla Pentagonu ne. Kdo za ní stojí a komu se vyplatí",71,Anthropic odmítl vyškrtnout ze své AI zákaz masového sledování občanů a Trumpova administrativa nařídila úřadům přestat Claude používat.,136,https://realtech.cz/clanky/claude-anthropic-pentagon/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",1218,1,21,1,5
https://realtech.cz/clanky/claude-code-tydenni-limit-zari/,article,200,"Claude Code od 14. 9.: o 17 % méně týdně. Tři kroky, než to naběhne",67,"Dočasný limit +50 % končí 13. 9. Od 14. 9. trvalých +25 % proti starému základu, proti dnešku to je minus 17 %.",111,https://realtech.cz/clanky/claude-code-tydenni-limit-zari/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",811,0,20,0,5
https://realtech.cz/clanky/claude-cowork-docs-slides-checklist/,article,200,Claude spojil chat s Cowork: Docs a Slides v betě a checklist pro klienty,73,"Anthropic 16. září 2026 oznámil, že Cowork přestává být samostatný prostor a stává se součástí hlavního chatu Claude.",117,https://realtech.cz/clanky/claude-cowork-docs-slides-checklist/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1009,0,18,0,6
https://realtech.cz/clanky/claude-cowork-sandbox-utek/,article,200,Claude Cowork uměl utéct z izolace a číst klíče z tvého Macu,60,"Výzkumníci ukázali, jak jedna zpráva donutila agenta Claude Cowork vylézt z jeho VM a sáhnout na celý disk Macu: SSH klíče, cloudové přihlášení, cokoli.",152,https://realtech.cz/clanky/claude-cowork-sandbox-utek/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",336,1,21,0,6
https://realtech.cz/clanky/claude-fable-5-1-bedrock/,article,200,"Anthropic vypustil Claude Fable 5.1. Stejná cena, levnější mezipaměť",68,"Fable 5.1 a Mythos 5.1 jsou venku. Vstup a výstup stojí stejně jako u Fable 5, čtení z mezipaměti je o tři čtvrtiny levnější. Na Macu už model běží.",148,https://realtech.cz/clanky/claude-fable-5-1-bedrock/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",741,1,21,0,5
https://realtech.cz/clanky/claude-vodoznak-ai-text/,article,200,"Claude neviditelně značkuje text: vodoznak v modelu, C2PA na obrázcích",70,"Anthropic potvrdil, že modely Claude od 2. srpna vplétají do textu neviditelný vodoznak a k souborům připojují podepsaná metadata C2PA.",135,https://realtech.cz/clanky/claude-vodoznak-ai-text/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",415,1,21,0,6
https://realtech.cz/clanky/claude-voice-mode-opus-sonnet/,article,200,Claude Voice Mode: Gmail i Slack přes Opus a Sonnet,51,"Anthropic pustil do hlasového režimu silnější modely Opus a Sonnet a propojil ho s Gmailem, kalendářem, Slackem nebo Notionem. Hlasem vyřídíš i reálnou práci.",158,https://realtech.cz/clanky/claude-voice-mode-opus-sonnet/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",346,1,21,0,6
https://realtech.cz/clanky/claude-vybadek-24-srpna/,article,200,"Claude ráno padal. Anthropic hlásí chyby u Mythos 5, Fable 5 i Opus 5",69,"24. srpna od 7:06 PT má Claude elevated errors. Oficiálně Mythos 5, Fable 5, Opus 5 a další. claude.ai, API, Code i Cowork jsou v partial outage.",145,https://realtech.cz/clanky/claude-vybadek-24-srpna/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",654,2,22,0,6
https://realtech.cz/clanky/deepmind-weathernext-cyklony/,article,200,"DeepMind uvolnil model, který předpovídá hurikány o den dřív. Váhy zdarma",73,WeatherNext dostal článek v Nature: tříd­enní předpověď dráhy i síly cyklonu je stejně přesná jako dřívější dvoudenní. Google k tomu otevřel kód i váhy modelu.,159,https://realtech.cz/clanky/deepmind-weathernext-cyklony/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",372,1,21,0,6
https://realtech.cz/clanky/deepseek-unik-nahravky-pozastavene-kolo/,article,200,DeepSeek zastavil kolo za miliardy kvůli neověřené nahrávce,59,"Čínská AI laboratoř ústně oznámila investorům, že druhé kolo zatím nebude. Spouštěčem byl uniklý přepis schůzky, jehož pravost dodnes nikdo nepotvrdil.",151,https://realtech.cz/clanky/deepseek-unik-nahravky-pozastavene-kolo/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",712,3,23,0,6
https://realtech.cz/clanky/dji-ban-usa/,article,200,Konec DJI v USA: co přesně zákaz znamená a hrozí i v Evropě?,60,Firma se 70 % světového trhu s drony narazila v USA na blokádu.,63,https://realtech.cz/clanky/dji-ban-usa/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",841,2,20,1,5
https://realtech.cz/clanky/dji-vs-insta360/,article,200,"DJI vs. Insta360: válka dvou firem z jednoho města, kterou vyhraje zákazník",75,Insta360 vstoupilo kamerou Luna přímo na území DJI a gigant místo lepšího produktu sáhl po právnících.,102,https://realtech.cz/clanky/dji-vs-insta360/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person,VideoObject",896,1,20,1,5
https://realtech.cz/clanky/enisa-testuje-mythos-5-astra/,article,200,ENISA testuje Mythos 5. Dostala i GPT-6 Astru,45,Komise 10. 9.: unijní kyberagentura má přístup k Anthropic Mythos 5 a OpenAI Astra a už je testuje. Mythos 5.1 prý ne. Po měsících jednání a pod AI Act.,152,https://realtech.cz/clanky/enisa-testuje-mythos-5-astra/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",952,4,24,0,6
https://realtech.cz/clanky/eu-android-ai-asistenti/,article,200,EU nařídila Googlu otevřít Android. ChatGPT nebo Claude jako plný asistent,74,Evropská komise vydala dvě závazná rozhodnutí podle DMA: Google musí dát konkurenčním AI asistentům stejný přístup k Androidu jako Gemini.,138,https://realtech.cz/clanky/eu-android-ai-asistenti/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",318,1,21,0,6
https://realtech.cz/clanky/fable-5-je-zpatky/,article,200,Claude Fable 5 je zpátky — co se mezitím změnilo,48,"Nejsilnější model Anthropicu se po třech týdnech vrací všem. Ukázalo se, že „nebezpečný trik“ umí skoro každá velká AI.",119,https://realtech.cz/clanky/fable-5-je-zpatky/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",565,1,21,0,6
https://realtech.cz/clanky/falcon-9-narazil-do-mesice/,article,200,Kus Falconu 9 narazil do Měsíce. Dalekohled v Chile našel v prachu sodík,72,"Horní stupeň Falconu 9 z lunární mise ze zimy 2025 dopadl 5. srpna na Měsíc rychlostí 8 690 km/h. Samotný náraz nikdo neviděl, ale VLT zachytil spektrum oblaku.",160,https://realtech.cz/clanky/falcon-9-narazil-do-mesice/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",423,1,21,0,6
https://realtech.cz/clanky/fcc-starlink-vyjimka-dji-zakaz/,article,200,Starlink dostal výjimku ze zákazu routerů. DJI klony jdou pod nůž,65,"FCC vyňala Starlink routery ze zákazu routerů vyrobených mimo USA, platí do 1. února 2028.",90,https://realtech.cz/clanky/fcc-starlink-vyjimka-dji-zakaz/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",530,1,20,0,6
https://realtech.cz/clanky/gemini-3-8-live-docs-gmail-keep/,article,200,"Gemini 3.8 Live: Docs, Gmail a Keep. Kdy se vyplatí diktovat a kdy ne",69,"Od 15. 9. 2026 pohání Docs Live, Gmail Live a Keep Live model Gemini 3.8 Live Extended Thinking.",96,https://realtech.cz/clanky/gemini-3-8-live-docs-gmail-keep/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",980,0,18,0,6
https://realtech.cz/clanky/gemini-36-flash-gemini-4/,article,200,"Google vydal tři nové Gemini modely. A přiznal, že už trénuje Gemini 4",70,"Gemini 3.6 Flash je chytřejší a levnější, Flash-Lite chrlí 350 tokenů za sekundu a Flash Cyber loví díry v kódu.",112,https://realtech.cz/clanky/gemini-36-flash-gemini-4/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",306,1,21,0,6
https://realtech.cz/clanky/gemini-38-flash/,article,200,Gemini 3.8 Flash má pracovat víc. Cyber zůstává jen pro důvěryhodné obránce,75,Google vypustil Gemini 3.8 Flash a variantu Cyber.,50,https://realtech.cz/clanky/gemini-38-flash/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",1116,1,21,0,5
https://realtech.cz/clanky/gemini-agentic-video-understanding/,article,200,"Gemini u videa přestává žrát každý snímek. Sám si hledá, co potřebuje",69,"Google pouští u modelů Gemini Flash režim, kdy se model u videa nekouká napevno jeden snímek za sekundu, ale sám si hledá relevantní okamžiky.",142,https://realtech.cz/clanky/gemini-agentic-video-understanding/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",777,0,20,0,5
https://realtech.cz/clanky/gemini-mac-hlasove-ovladani/,article,200,Gemini na Macu umí diktovat do jakékoli aplikace. Zatím jen anglicky,68,"Podržíš Fn, mluvíš a čistý text ti spadne rovnou ke kurzoru. Google to spouští globálně pro všechny uživatele Gemini na macOS.",126,https://realtech.cz/clanky/gemini-mac-hlasove-ovladani/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",318,1,21,0,6
https://realtech.cz/clanky/gemini-notebook-external-sharing/,article,200,Gemini Notebook: 4 úrovně sdílení ven. Co to znamená pro tvůj účet,66,"Od 10. 9. 2026 může správce Workspace nastavit sdílení Gemini Notebook mimo organizaci ve 4 úrovních: Off, Trusted Domains, On, veřejný odkaz. Default Off.",155,https://realtech.cz/clanky/gemini-notebook-external-sharing/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",562,0,18,0,6
https://realtech.cz/clanky/gemini-omni-flash-nano-banana-2-lite/,article,200,Gemini teď stříhá video přes chat. A obrázky generuje za 4 sekundy,66,Google pustil dva nové modely: Nano Banana 2 Lite na bleskové generování obrázků a Gemini Omni Flash na tvorbu i úpravy videa přirozeným jazykem.,145,https://realtech.cz/clanky/gemini-omni-flash-nano-banana-2-lite/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",352,1,21,0,6
https://realtech.cz/clanky/gemini-plus-rok-zdarma-studenti/,article,200,Google rozdává studentům rok Gemini zdarma. Česko na seznamu výjimek není,73,"Vysokoškoláci mimo USA můžou do konce roku vybrat 12 měsíců Google AI Plus zadarmo — 2× vyšší limity, Gemini Omni a 400 GB.",123,https://realtech.cz/clanky/gemini-plus-rok-zdarma-studenti/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",359,1,21,0,6
https://realtech.cz/clanky/gemini-spark-chrome-mimo-eu/,article,200,Gemini Spark ovládá tvůj Chrome a vyřídí věci za tebe. Do Česka nepřijde,72,Google rozšířil svého AI agenta do 160+ zemí a naučil ho pracovat s tvým přihlášeným prohlížečem. Evropský hospodářský prostor je ale z celé funkce vyškrtnutý.,159,https://realtech.cz/clanky/gemini-spark-chrome-mimo-eu/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",368,1,21,0,6
https://realtech.cz/clanky/glm-5-3-kybernalezy/,article,200,Čínský model našel 2 436 reálných děr v softwaru. Váhy vyjdou za dva týdny,74,"Z.ai vydala GLM-5.3. Kromě skoku v programování jí při tréninku vyrostla schopnost, kterou nečekali — hledání a zneužívání zranitelností.",137,https://realtech.cz/clanky/glm-5-3-kybernalezy/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",371,1,21,0,6
https://realtech.cz/clanky/google-deepmind-hassabis-koray/,article,200,Hassabis odchází od kormidla DeepMindu. Gemini teď povede Koray Kavukcuoglu,75,"Sundar Pichai oznámil přesun Demise Hassabise do role Chair GDM, vedení Gemini přebírá Koray Kavukcuoglu. Google zároveň potvrdil, že se pracuje na Gemini 4.",157,https://realtech.cz/clanky/google-deepmind-hassabis-koray/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",332,1,21,0,6
https://realtech.cz/clanky/google-earth-nano-banana/,article,200,"Google Earth přemaluje jakékoli místo na světě. Stačí napsat, co tam chceš",74,"Nano Banana 2 se dostalo do Google Earth. Přiblížíš si prázdný pozemek, napíšeš prompt a dostaneš render zasazený do reálné krajiny.",132,https://realtech.cz/clanky/google-earth-nano-banana/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",323,1,21,0,6
https://realtech.cz/clanky/google-emoji-3d/,article,200,Google překreslil všech 3 977 emoji do 3D — a modely rozdává zadarmo,68,Ke Světovému dni emoji Google ukázal Noto Emoji 3D: všech 3 977 emoji překreslených do trojrozměrné podoby.,107,https://realtech.cz/clanky/google-emoji-3d/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",308,1,21,0,6
https://realtech.cz/clanky/google-pics-scheduled-release-workspace/,article,200,Google Pics: od 15. 9. i pro Scheduled Release. Kdo obrázky v Docs dostane,74,"AI generování a úpravy obrázků přímo v Docs a Slides. Google AI Pro a Ultra ano. Pracovní účty: Rapid od 1. 9., Scheduled od 15. 9., Starter ne.",144,https://realtech.cz/clanky/google-pics-scheduled-release-workspace/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",799,0,19,0,6
https://realtech.cz/clanky/google-vids-avatary/,article,200,Google Vids dostal selfie avatary a Gemini Omni,47,"Google přidal do Vids dvě novinky: model Gemini Omni, který generuje a upravuje video podle textu, a osobní avatary, digitální dvojče z jedné selfie a krátké…",158,https://realtech.cz/clanky/google-vids-avatary/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",334,1,21,0,6
https://realtech.cz/clanky/gpt-5-6-snizeni-cen/,article,200,OpenAI srazilo cenu GPT-5.6 Luna o 80 %. Levnější AI má háček,61,"Luna zlevnila o 80 %, Terra o 20 %. Zároveň se mění, jak rychle ti v Codexu a ChatGPT Work ubývají kredity. Co to znamená v praxi.",130,https://realtech.cz/clanky/gpt-5-6-snizeni-cen/,cs,max-image-preview:large,1,"AudioObject,BreadcrumbList,ImageObject,ListItem,NewsArticle,Organization,Person",378,1,21,0,6
